PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Cluster
9.051134009400013,4.3935409242749675,-1.5440048421861996,1.2751062921183922,3.205729174683836,-0.2572472658614988,0.4700975960562744,-1.1048048465290512,-0.983240875138559,2.1534663571523835,2
9.846284899081361,4.367164553329033,-0.10695896971100001,-0.1328886426603871,1.56527865971109,0.4188647974590938,-0.39332426227424877,2.4164371086276497,0.9410951004822244,-1.8731653370194266,2
8.657148951676591,2.8042187827968257,-0.3286209644411691,-0.057573354149103494,0.06089467000583826,-0.10098607525566883,-0.05748580060627224,1.8208250742071823,0.19849757754914457,-1.0543282089644705,2
8.13553029476803,1.560435592781632,-0.5804811603653652,0.8695934253308835,-0.9915902174991207,-1.9879382073313363,0.4382337098152884,0.6944459430107662,0.14349843146481897,0.5981933203506459,2
7.248402998733251,1.2545803937762452,0.41026568966189925,-0.2556080972000954,-1.8965165451975743,1.5415892229639654,-2.4959591504878773,-0.4918392636120648,-1.5832046414374148,0.7982044463755344,2
6.682953087992936,1.134011030695976,1.1301218663175834,0.4446082367721338,-0.43365475043349894,1.3865637309764107,-1.044126890016732,-0.5497663942664971,-0.35188551441280147,-0.45566526031167787,2
6.1709191763663656,0.5900107113732808,-0.3219965117031971,1.6179783480125545,-2.1273208669995642,-0.8221655457286898,-0.9681969596298791,-0.6484442008762878,0.160211126154369,0.3685256082364343,2
6.699025198344074,0.7775868309551512,1.2860261435518112,-1.3541696762202264,-1.9755486921010277,-0.7912340600856808,1.5042134114426393,-0.9549159650490621,0.17359484303269535,-0.11272545067198936,2
6.2960330670136475,0.2793732765157965,1.8670174610695849,-1.2518412312658862,-0.7551823390095784,-0.16658111718861807,2.7633779310994653,-0.860889342164378,0.7854381483385685,-0.005919507355564091,2
5.5346881801318055,-0.49226162391833117,2.178737506194237,-0.9346215332500192,-1.441167739981638,0.2697279938674986,3.019807166391522,-1.0760172049524033,0.901498224210233,0.5254853966423823,2
4.737947346022193,-0.7051045331938924,0.12008216384734798,1.9426798033421715,0.72459647875833,0.558443531523707,-0.19755513621801463,-0.528463904691886,0.6359207146871354,0.4673938567218498,2
4.404781642448608,-1.1912224526620887,0.30394432338587646,1.252790235526665,0.9681989481969788,0.5515466718256186,-1.2413930788192822,-0.5563920995680199,-0.19856420113627,0.19657448567157124,2
3.9734817031566507,-1.5520746661670908,-0.5777854953997461,1.8958386415132913,0.40484930368010874,-1.7418291201491063,-1.2911198238764696,0.6799500785192217,0.3288839386824417,0.31600373438377044,0
3.57574922653978,-2.237447970149961,2.4438414509756288,-2.0173152963923355,2.3828619155697144,1.50156215888045,0.44951134888623656,0.09771095300924042,-1.4383842568683012,-0.9620460476381623,0
2.6485865000658846,-2.787598354997748,0.9967485795224773,-0.5846808066515363,0.2247639192342354,-0.18765056174666042,0.3413705666808951,0.3487463476535828,-0.4027547161155788,0.3161648268479307,0
1.586512941816457,-3.3236282560065433,1.8150924467622378,-1.0461379555037131,-1.9822874590755453,0.5258395360101152,-0.4974627198188924,1.0345834996699685,-0.7055615416755361,-0.20666982949187862,0
1.548438615857544,-3.4937477893217372,1.9642413397675413,-1.604116942327485,-0.35265256014533725,1.5627745891390534,-0.5068140112013511,0.20125956379076687,-1.0722486725747784,0.05861402797431043,0
0.2822536337653448,-3.439825067759281,0.1884387976665721,1.5661265962552255,-0.2811099462818583,0.328401391920806,-0.709894634614506,0.6832191952088237,0.037169611046346904,-0.7925986237937999,0
